row_id,service_year,county_code,county_name,payer,age_group_code,age_group_name,sex,unique_member_cnt,util_category,util_cnt,encounter_count,member_months,total_paid_amt_sum,total_paid_amt_mean,total_paid_amt_med,insurer_paid_amt_sum,insurer_paid_amt_mean,insurer_paid_amt_med,member_paid_amt_sum,member_paid_amt_mean,member_paid_amt_med
217602,2019,109,Olmsted,COMMERCIAL,1,18 years and under,F,49,Hospital Inpatient,452,57,383,"$489,096.15","$8,580.63","$2,523.96","$455,272.70","$7,987.24","$2,216.63","$33,823.45",$593.39,$0.00
218370,2019,111,Otter Tail,MEDICARE,4,65 - 74 years,M,385,DME (Durable Medical Equipment),"3,026","1,840","4,541","$256,777.06",$139.55,$51.86,"$203,742.63",$110.73,$41.32,"$53,034.43",$28.82,$10.54
219498,2019,119,Polk,COMMERCIAL,3,45 - 64 years,F,139,Emergency department,664,250,"1,610","$161,143.12",$644.57,$339.78,"$120,001.03",$480.00,$236.76,"$41,142.09",$164.57,$0.00
220362,2019,123,Ramsey,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,"30,652",Clinic/Office,"597,111","293,751","322,290","$35,501,165.58",$120.85,$87.79,"$35,018,060.61",$119.21,$85.65,"$483,104.97",$1.64,$0.00
221250,2019,129,Renville,COMMERCIAL,1,18 years and under,M,39,Emergency department,161,54,457,"$54,349.19","$1,006.47",$673.06,"$32,753.02",$606.54,$289.16,"$21,596.17",$399.93,$220.02
222306,2019,133,Rock,MEDICARE,5,75 years and older,F,31,Outpatient Other,"2,659",485,360,"$85,859.55",$177.03,$16.59,"$69,472.42",$143.24,$16.59,"$16,387.13",$33.79,$0.00
223074,2019,137,Saint Louis,MEDICARE,5,75 years and older,M,"3,407",Other,"30,407","21,695","40,138","$3,357,289.18",$154.75,$79.45,"$3,140,297.00",$144.75,$76.40,"$216,992.18",$10.00,$0.00
223818,2019,141,Sherburne,MEDICARE,2,19 - 44 years,M,211,Clinic/Office,"4,562","2,022","2,520","$229,590.96",$113.55,$90.80,"$170,305.43",$84.23,$63.86,"$59,285.53",$29.32,$18.46
224466,2019,145,Stearns,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,42,Inpatient Non-acute Professional Services,"2,922","2,863",485,"$1,159,062.86",$404.84,$272.65,"$1,158,963.66",$404.81,$272.65,$99.20,$0.03,$0.00
225426,2019,149,Stevens,MEDICARE,5,75 years and older,M,332,Hospital Outpatient,"23,884","4,832","3,850","$2,756,369.61",$570.44,$101.63,"$2,182,637.50",$451.70,$84.92,"$573,732.11",$118.74,$8.02
198212,2019,001,Aitkin,MEDICARE,5,75 years and older,F,23,Outpatient Other,"2,857",240,271,"$132,493.83",$552.06,$46.28,"$106,802.88",$445.01,$46.22,"$25,690.95",$107.05,$0.00
215598,2019,097,Morrison,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,64,Ambulatory Surgery,259,65,735,"$93,542.48","$1,439.12","$1,376.88","$93,542.48","$1,439.12","$1,376.88",$0.00,$0.00,$0.00
216582,2019,103,Nicollet,COMMERCIAL,2,19 - 44 years,M,13,DME (Durable Medical Equipment),82,50,156,"$14,206.82",$284.14,$148.80,"$10,256.01",$205.12,$127.20,"$3,950.81",$79.02,$28.48
217590,2019,107,Norman,MEDICARE,5,75 years and older,M,55,Hospital Inpatient,"1,402",86,625,"$1,129,755.07","$13,136.69","$10,658.85","$1,058,442.63","$12,307.47","$9,921.42","$71,312.44",$829.21,"$1,364.00"
218382,2019,111,Otter Tail,MEDICARE,5,75 years and older,F,559,Ambulance,"1,977",863,"6,179","$553,075.14",$640.88,$533.20,"$442,476.60",$512.72,$407.77,"$110,598.54",$128.16,$100.00
219222,2019,117,Pipestone,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,55,Hospital Inpatient,502,59,435,"$411,129.14","$6,968.29","$4,740.97","$411,129.14","$6,968.29","$4,740.97",$0.00,$0.00,$0.00
220158,2019,121,Pope,MEDICARE,5,75 years and older,M,439,Clinic/Office,"6,658","4,002","5,126","$795,720.74",$198.83,$180.68,"$669,045.48",$167.18,$133.92,"$126,675.26",$31.65,$19.80
220998,2019,127,Redwood,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,255,Other,"14,313","9,868","2,868","$1,063,294.81",$107.75,$73.95,"$1,063,294.81",$107.75,$73.95,$0.00,$0.00,$0.00
221790,2019,131,Rice,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,110,Inpatient Non-acute,"1,179",653,"1,033","$1,070,055.36","$1,638.68","$1,356.67","$1,070,055.36","$1,638.68","$1,356.67",$0.00,$0.00,$0.00
222606,2019,135,Roseau,MEDICARE,4,65 - 74 years,F,15,Inpatient Non-acute Professional Services,97,83,160,"$8,760.91",$105.55,$77.40,"$8,094.02",$97.52,$66.98,$666.89,$8.03,$8.74
223326,2019,139,Scott,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,F,17,Independent Lab,202,58,201,"$4,181.73",$72.10,$29.26,"$4,056.73",$69.94,$29.26,$125.00,$2.16,$0.00
203093,2019,027,Clay,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,163,Hospital Inpatient,"2,945",281,"1,602","$2,100,263.96","$7,474.25","$4,432.51","$2,099,485.16","$7,471.48","$4,432.51",$778.80,$2.77,$0.00
204101,2019,033,Cottonwood,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,83,Emergency department,829,231,947,"$78,355.80",$339.20,$256.63,"$77,594.72",$335.91,$253.46,$761.08,$3.29,$0.00
204869,2019,037,Dakota,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,"1,118",Hospital Inpatient Professional Services,"11,238","6,100","9,306","$1,152,919.85",$189.00,$95.28,"$1,152,919.85",$189.00,$95.28,$0.00,$0.00,$0.00
205517,2019,041,Douglas,COMMERCIAL,2,19 - 44 years,M,182,Emergency department,662,252,"2,085","$307,837.53","$1,221.58","$1,101.98","$175,147.45",$695.03,$330.47,"$132,690.08",$526.55,$236.31
206549,2019,045,Fillmore,MEDICARE,5,75 years and older,M,91,Independent Lab,331,123,"1,069","$13,460.48",$109.43,$37.20,"$12,873.00",$104.66,$37.20,$587.48,$4.78,$0.00
207293,2019,049,Goodhue,MEDICARE,5,75 years and older,F,469,Ambulance,"2,437",864,"5,257","$419,237.28",$485.23,$429.78,"$358,484.20",$414.91,$356.54,"$60,753.08",$70.32,$25.00
208109,2019,053,Hennepin,MEDICARE,5,75 years and older,M,"13,817",Other,"399,571","222,248","163,238","$33,314,273.22",$149.90,$99.60,"$32,049,411.62",$144.21,$96.80,"$1,264,861.60",$5.69,$0.00
208853,2019,059,Isanti,COMMERCIAL,2,19 - 44 years,F,327,Emergency department,"1,557",514,"3,703","$560,119.38","$1,089.73","$1,006.41","$398,301.98",$774.91,$710.36,"$161,817.40",$314.82,$100.00
209885,2019,063,Jackson,MEDICARE,3,45 - 64 years,M,20,Independent Lab,127,44,240,"$4,105.45",$93.31,$31.45,"$4,081.93",$92.77,$30.53,$23.52,$0.53,$0.00
210653,2019,067,Kandiyohi,MEDICARE,4,65 - 74 years,F,14,Hospice,"1,091",46,100,"$158,451.02","$3,444.59","$4,204.38","$158,451.02","$3,444.59","$4,204.38",$0.00,$0.00,$0.00
212117,2019,077,Lake of the Woods,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,21,Hospital Inpatient,295,27,244,"$92,648.53","$3,431.43","$3,099.71","$92,648.53","$3,431.43","$3,099.71",$0.00,$0.00,$0.00
213101,2019,083,Lyon,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,104,DME (Durable Medical Equipment),450,252,"1,124","$78,227.73",$310.43,$72.50,"$78,205.33",$310.34,$72.50,$22.40,$0.09,$0.00
214061,2019,089,Marshall,COMMERCIAL,2,19 - 44 years,F,56,Independent Lab,187,89,631,"$13,882.73",$155.99,$93.60,"$8,096.93",$90.98,$41.05,"$5,785.80",$65.01,$21.54
215045,2019,093,Meeker,MEDICARE,5,75 years and older,F,389,Emergency department,"3,188",727,"4,452","$211,982.88",$291.59,$211.78,"$195,415.19",$268.80,$185.03,"$16,567.69",$22.79,$0.00
215813,2019,097,Morrison,MEDICARE,4,65 - 74 years,F,405,Independent Lab,"3,682",930,"4,833","$138,363.77",$148.78,$39.40,"$137,202.14",$147.53,$39.40,"$1,161.63",$1.25,$0.00
216725,2019,103,Nicollet,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,13,Pharmacy,25,13,156,$435.89,$33.53,$38.48,$435.89,$33.53,$38.48,$0.00,$0.00,$0.00
221490,2019,129,Renville,MEDICARE,2,19 - 44 years,M,33,Hospital Outpatient,723,149,392,"$76,653.38",$514.45,$201.94,"$53,023.51",$355.86,$170.14,"$23,629.87",$158.59,$31.79
222474,2019,135,Roseau,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,22,DME (Durable Medical Equipment),179,115,235,"$4,542.97",$39.50,$7.00,"$4,542.97",$39.50,$7.00,$0.00,$0.00,$0.00
223218,2019,139,Scott,COMMERCIAL,5,75 years and older,M,22,Independent Lab,200,61,260,"$1,844.32",$30.23,$0.00,"$1,777.07",$29.13,$0.00,$67.25,$1.10,$0.00
223938,2019,143,Sibley,COMMERCIAL,1,18 years and under,M,50,Emergency department,206,61,534,"$77,287.54","$1,267.01",$835.88,"$46,985.55",$770.25,$168.64,"$30,301.99",$496.75,$300.00
224634,2019,145,Stearns,MEDICARE,3,45 - 64 years,M,135,Ambulatory Surgery,"1,029",187,"1,590","$351,388.00","$1,879.08","$1,115.35","$292,981.83","$1,566.75",$918.29,"$58,406.17",$312.33,$193.42
225570,2019,151,Swift,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,118,Other,"12,490","6,294","1,344","$1,301,208.58",$206.74,$227.78,"$1,300,747.78",$206.66,$227.78,$460.80,$0.07,$0.00
226962,2019,159,Wadena,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,80,Independent Lab,443,194,913,"$29,047.56",$149.73,$65.88,"$29,047.56",$149.73,$65.88,$0.00,$0.00,$0.00
227682,2019,163,Washington,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,31,Outpatient Other,448,386,340,"$44,379.20",$114.97,$71.46,"$44,379.20",$114.97,$71.46,$0.00,$0.00,$0.00
228570,2019,167,Wilkin,MEDICARE,4,65 - 74 years,F,246,Hospital Outpatient,"8,469","2,032","2,909","$845,183.61",$415.94,$171.70,"$693,768.76",$341.42,$138.87,"$151,414.85",$74.52,$21.97
229266,2019,171,Wright,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,F,74,Hospice,"1,451",961,609,"$1,370,287.82","$1,425.90",$0.00,"$1,370,287.82","$1,425.90",$0.00,$0.00,$0.00,$0.00
198638,2019,003,Anoka,MEDICARE,4,65 - 74 years,M,120,Hospice,"6,234",312,933,"$1,166,393.67","$3,738.44","$4,608.05","$1,166,393.67","$3,738.44","$4,608.05",$0.00,$0.00,$0.00
199430,2019,007,Beltrami,MEDICARE,5,75 years and older,F,349,Ambulance,"2,315",872,"3,906","$465,124.46",$533.40,$473.22,"$391,293.90",$448.73,$375.06,"$73,830.56",$84.67,$92.29
200510,2019,013,Blue Earth,MEDICARE,3,45 - 64 years,M,276,Emergency department,"3,157",742,"3,211","$188,170.97",$253.60,$179.22,"$154,843.51",$208.68,$141.08,"$33,327.46",$44.92,$35.39
201254,2019,017,Carlton,MEDICARE,3,45 - 64 years,F,86,Hospital Inpatient Professional Services,"1,767",637,"1,019","$206,705.72",$324.50,$142.15,"$174,444.53",$273.85,$115.45,"$32,261.19",$50.65,$22.37
201998,2019,021,Cass,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,M,19,DME (Durable Medical Equipment),150,90,218,"$6,265.33",$69.61,$4.19,"$6,249.33",$69.44,$4.19,$16.00,$0.18,$0.00
202862,2019,025,Chisago,MEDICARE,4,65 - 74 years,M,272,DME (Durable Medical Equipment),"2,062","1,312","3,189","$271,733.06",$207.11,$37.51,"$236,722.74",$180.43,$29.62,"$35,010.32",$26.68,$7.17
203942,2019,031,Cook,MEDICARE,5,75 years and older,M,37,DME (Durable Medical Equipment),446,184,422,"$20,544.40",$111.65,$65.08,"$17,021.66",$92.51,$51.85,"$3,522.74",$19.15,$9.98
204734,2019,037,Dakota,COMMERCIAL,1,18 years and under,M,41,Outpatient Other,443,428,414,"$95,468.03",$223.06,$117.61,"$77,824.92",$181.83,$95.12,"$17,643.11",$41.22,$18.00
205454,2019,039,Dodge,MEDICARE,5,75 years and older,F,163,Inpatient Non-acute Professional Services,"1,952","1,508","1,777","$116,970.54",$77.57,$68.25,"$97,413.04",$64.60,$57.34,"$19,557.50",$12.97,$10.18
206270,2019,045,Fillmore,COMMERCIAL,3,45 - 64 years,M,19,Hospital Inpatient Professional Services,363,115,220,"$321,111.85","$2,792.28",$585.34,"$296,535.17","$2,578.57",$453.40,"$24,576.68",$213.71,$0.00
207350,2019,051,Grant,COMMERCIAL,2,19 - 44 years,F,118,Hospital Outpatient,"1,790",402,"1,345","$560,842.27","$1,395.13",$316.20,"$428,594.60","$1,066.16",$164.21,"$132,247.67",$328.97,$0.00
208118,2019,055,Houston,COMMERCIAL,1,18 years and under,F,65,Hospital Outpatient,579,191,749,"$184,729.81",$967.17,$254.36,"$140,705.15",$736.68,$169.29,"$44,024.66",$230.50,$0.00
208910,2019,059,Isanti,COMMERCIAL,4,65 - 74 years,F,60,Clinic/Office,"1,135",440,720,"$230,730.24",$524.39,$65.21,"$213,764.65",$485.83,$43.24,"$16,965.59",$38.56,$0.00
209606,2019,061,Itasca,MEDICARE,5,75 years and older,F,491,Ambulance,"3,708","1,318","5,396","$639,922.04",$485.53,$231.50,"$551,427.47",$418.38,$217.37,"$88,494.57",$67.14,$0.00
210590,2019,067,Kandiyohi,MEDICARE,2,19 - 44 years,F,34,DME (Durable Medical Equipment),525,188,408,"$16,885.67",$89.82,$33.28,"$13,278.36",$70.63,$24.29,"$3,607.31",$19.19,$7.42
211622,2019,073,Lac Qui Parle,MEDICARE,4,65 - 74 years,F,118,Other,"1,792",997,"1,386","$116,011.35",$116.36,$64.40,"$103,583.33",$103.90,$55.94,"$12,428.02",$12.47,$0.00
198884,2019,005,Becker,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,15,Ambulatory Surgery,99,18,174,"$24,040.11","$1,335.56","$1,308.96","$24,034.34","$1,335.24","$1,308.67",$5.77,$0.32,$0.00
199604,2019,009,Benton,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,36,Ambulance,711,331,411,"$17,786.42",$53.74,$11.88,"$17,786.42",$53.74,$11.88,$0.00,$0.00,$0.00
200564,2019,013,Blue Earth,MEDICARE,5,75 years and older,F,613,Inpatient Non-acute Professional Services,"12,301","7,781","6,775","$776,886.13",$99.84,$80.11,"$686,151.53",$88.18,$71.14,"$90,734.60",$11.66,$0.00
201236,2019,017,Carlton,MEDICARE,2,19 - 44 years,M,20,DME (Durable Medical Equipment),215,101,240,"$11,454.55",$113.41,$23.79,"$8,882.61",$87.95,$16.64,"$2,571.94",$25.46,$3.38
197982,2019,001,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,15,Ambulatory Surgery,53,15,180,"$23,681.89","$1,578.79",$276.42,"$23,681.89","$1,578.79",$276.42,$0.00,$0.00,$0.00
198654,2019,003,Anoka,MEDICARE,5,75 years and older,F,694,Hospice,"55,273","2,706","5,686","$11,011,579.63","$4,069.32","$4,937.19","$11,011,579.63","$4,069.32","$4,937.19",$0.00,$0.00,$0.00
199398,2019,007,Beltrami,MEDICARE,3,45 - 64 years,M,252,Other,"2,762","1,059","2,908","$230,196.84",$217.37,$92.15,"$184,846.55",$174.55,$87.00,"$45,350.29",$42.82,$17.04
200166,2019,011,Big Stone,MEDICARE,5,75 years and older,M,73,Hospital Inpatient,"1,348",117,787,"$1,572,139.36","$13,437.09","$12,150.56","$1,488,013.73","$12,718.07","$11,735.97","$84,125.63",$719.02,"$1,340.00"
201006,2019,017,Carlton,COMMERCIAL,3,45 - 64 years,M,992,Clinic/Office,"15,091","5,751","11,507","$1,704,772.77",$296.43,$147.89,"$1,300,150.69",$226.07,$77.30,"$404,622.08",$70.36,$17.49
201702,2019,019,Carver,MEDICARE,4,65 - 74 years,F,657,Emergency department,"4,349","1,173","7,787","$438,420.02",$373.76,$193.69,"$384,308.41",$327.63,$163.93,"$54,111.61",$46.13,$33.70
198571,2019,003,Anoka,MEDICARE,2,19 - 44 years,M,34,Ambulatory Surgery,226,38,406,"$126,700.65","$3,334.23","$1,000.84","$100,805.09","$2,652.77",$798.66,"$25,895.56",$681.46,$222.56
199387,2019,007,Beltrami,MEDICARE,3,45 - 64 years,M,321,Clinic/Office,"4,174","1,828","3,714","$242,621.60",$132.73,$81.62,"$185,739.72",$101.61,$60.00,"$56,881.88",$31.12,$18.23
200443,2019,013,Blue Earth,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,F,48,Hospital Outpatient,"1,398",205,532,"$13,133.19",$64.06,$13.92,"$13,129.99",$64.05,$13.92,$3.20,$0.02,$0.00
201235,2019,017,Carlton,MEDICARE,2,19 - 44 years,M,97,Clinic/Office,"1,067",477,"1,163","$45,058.29",$94.46,$74.13,"$31,979.24",$67.04,$52.77,"$13,079.05",$27.42,$14.83
202003,2019,021,Cass,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,M,23,Hospital Inpatient Professional Services,408,201,250,"$6,422.21",$31.95,$0.00,"$6,422.21",$31.95,$0.00,$0.00,$0.00,$0.00
198243,2019,003,Anoka,COMMERCIAL,1,18 years and under,F,31,Outpatient Other,553,422,351,"$201,057.56",$476.44,$330.48,"$185,201.77",$438.87,$330.48,"$15,855.79",$37.57,$0.00
198867,2019,005,Becker,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,212,Ambulance,"3,301","1,479","2,428","$214,143.05",$144.79,$53.72,"$214,143.05",$144.79,$53.72,$0.00,$0.00,$0.00
199635,2019,009,Benton,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,59,Ambulatory Surgery,311,67,681,"$154,995.78","$2,313.37","$1,770.10","$154,435.58","$2,305.01","$1,770.10",$560.20,$8.36,$0.00
200451,2019,013,Blue Earth,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,M,34,Clinic/Office,501,244,385,"$7,281.32",$29.84,$0.11,"$6,925.38",$28.38,$0.00,$355.94,$1.46,$0.00
201315,2019,017,Carlton,MEDICARE,5,75 years and older,F,389,Hospital Inpatient Professional Services,"6,503","2,861","4,406","$669,684.99",$234.07,$102.65,"$600,811.38",$210.00,$95.50,"$68,873.61",$24.07,$0.00
202179,2019,023,Chippewa,COMMERCIAL,2,19 - 44 years,F,239,Hospital Outpatient,"3,444",838,"2,670","$1,124,572.57","$1,341.97",$482.93,"$933,335.97","$1,113.77",$352.14,"$191,236.60",$228.21,$0.00
203091,2019,027,Clay,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,20,Home Health,"2,028","1,498",222,"$552,191.71",$368.62,$334.08,"$552,092.51",$368.55,$334.08,$99.20,$0.07,$0.00
204051,2019,033,Cottonwood,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,265,Other,"10,179","5,767","3,001","$653,205.01",$113.27,$77.87,"$653,205.01",$113.27,$77.87,$0.00,$0.00,$0.00
204843,2019,037,Dakota,COMMERCIAL,5,75 years and older,F,152,Inpatient Non-acute Professional Services,"1,944","1,516","1,707","$64,167.71",$42.33,$22.87,"$50,143.75",$33.08,$18.16,"$14,023.96",$9.25,$0.00
205635,2019,041,Douglas,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,150,Ambulance,"3,164","1,829","1,680","$117,552.23",$64.27,$8.76,"$117,539.43",$64.26,$8.76,$12.80,$0.01,$0.00
206475,2019,045,Fillmore,MEDICARE,3,45 - 64 years,F,51,Independent Lab,163,89,580,"$21,868.33",$245.71,$45.42,"$21,852.80",$245.54,$45.42,$15.53,$0.17,$0.00
197883,2019,001,Aitkin,COMMERCIAL,1,18 years and under,M,12,Hospital Inpatient,89,14,94,"$137,705.42","$9,836.10","$4,201.97","$119,542.60","$8,538.76","$2,545.44","$18,162.82","$1,297.34",$0.00
198603,2019,003,Anoka,MEDICARE,3,45 - 64 years,M,"3,364",Clinic/Office,"80,337","31,391","38,844","$6,086,109.91",$193.88,$106.82,"$4,911,477.97",$156.46,$79.20,"$1,174,631.94",$37.42,$19.33
199347,2019,007,Beltrami,MEDICARE,2,19 - 44 years,F,30,Hospital Inpatient,"1,095",74,342,"$811,622.94","$10,967.88","$7,510.62","$752,288.94","$10,166.07","$6,744.52","$59,334.00",$801.81,$0.00
200115,2019,011,Big Stone,MEDICARE,4,65 - 74 years,F,18,Ambulance,94,50,211,"$20,347.10",$406.94,$274.78,"$17,411.08",$348.22,$242.15,"$2,936.02",$58.72,$0.00
200955,2019,017,Carlton,COMMERCIAL,1,18 years and under,M,188,Hospital Outpatient,"1,994",707,"2,170","$608,425.44",$860.57,$347.55,"$518,761.23",$733.75,$241.20,"$89,664.21",$126.82,$8.70
201891,2019,021,Cass,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,113,Ambulance,"1,034",614,"1,303","$104,883.82",$170.82,$17.32,"$104,883.82",$170.82,$17.32,$0.00,$0.00,$0.00
198340,2019,003,Anoka,COMMERCIAL,4,65 - 74 years,M,951,Clinic/Office,"22,318","9,171","11,269","$2,247,208.55",$245.03,$76.39,"$2,003,188.04",$218.43,$50.09,"$244,020.51",$26.61,$0.00
198964,2019,005,Becker,MEDICARE,2,19 - 44 years,F,22,Hospital Inpatient Professional Services,771,214,264,"$68,797.87",$321.49,$106.84,"$54,803.77",$256.09,$84.87,"$13,994.10",$65.39,$21.56
199780,2019,009,Benton,MEDICARE,3,45 - 64 years,F,37,Ambulance,165,64,423,"$32,697.74",$510.90,$497.47,"$25,947.75",$405.43,$394.60,"$6,749.99",$105.47,$96.69
200716,2019,015,Brown,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,90,Independent Lab,261,127,975,"$11,611.35",$91.43,$73.59,"$11,611.35",$91.43,$73.59,$0.00,$0.00,$0.00
201460,2019,019,Carver,COMMERCIAL,5,75 years and older,F,53,Clinic/Office,"1,105",494,636,"$39,738.33",$80.44,$21.71,"$33,650.75",$68.12,$16.74,"$6,087.58",$12.32,$0.00
202252,2019,023,Chippewa,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,35,Hospital Inpatient,377,40,309,"$532,827.14","$13,320.68","$3,623.01","$532,827.14","$13,320.68","$3,623.01",$0.00,$0.00,$0.00
202803,2019,025,Chisago,MEDICARE,2,19 - 44 years,M,23,Hospital Inpatient,352,36,270,"$445,969.36","$12,388.04","$9,811.89","$401,643.36","$11,156.76","$8,378.50","$44,326.00","$1,231.28","$1,364.00"
203643,2019,029,Clearwater,MEDICARE,5,75 years and older,F,47,Inpatient Non-acute,"1,014",215,513,"$536,641.48","$2,496.01",$115.22,"$504,801.46","$2,347.91",$88.19,"$31,840.02",$148.09,$0.00
204627,2019,035,Crow Wing,MEDICARE,3,45 - 64 years,M,86,Ambulatory Surgery,591,127,993,"$196,578.63","$1,547.86","$1,079.54","$160,337.21","$1,262.50",$831.02,"$36,241.42",$285.37,$182.24
205203,2019,039,Dodge,COMMERCIAL,3,45 - 64 years,M,16,Hospital Inpatient,260,21,188,"$737,381.78","$35,113.42","$12,419.01","$710,523.60","$33,834.46","$12,349.90","$26,858.18","$1,278.96",$0.00
206139,2019,043,Faribault,MEDICARE,3,45 - 64 years,M,51,DME (Durable Medical Equipment),504,313,603,"$35,311.21",$112.82,$51.86,"$28,696.92",$91.68,$41.32,"$6,614.29",$21.13,$10.54
206907,2019,047,Freeborn,MEDICARE,5,75 years and older,F,784,Emergency department,"7,417","1,998","8,987","$715,540.60",$358.13,$185.15,"$634,783.07",$317.71,$147.66,"$80,757.53",$40.42,$32.52
207723,2019,053,Hennepin,COMMERCIAL,3,45 - 64 years,F,"1,930",Hospital Inpatient,"33,247","2,576","22,394","$62,926,406.99","$24,427.95","$15,591.74","$61,401,817.42","$23,836.11","$14,837.46","$1,524,589.57",$591.84,$0.00
208563,2019,057,Hubbard,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,75,Hospital Inpatient Professional Services,827,563,614,"$91,598.37",$162.70,$93.01,"$91,598.37",$162.70,$93.01,$0.00,$0.00,$0.00
209235,2019,061,Itasca,COMMERCIAL,1,18 years and under,F,37,Hospital Inpatient,268,46,289,"$709,722.54","$15,428.75","$3,783.81","$678,902.81","$14,758.76","$3,561.57","$30,819.73",$669.99,$0.00
210123,2019,065,Kanabec,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,61,Ambulance,"3,203",889,671,"$148,281.32",$166.80,$97.92,"$148,281.32",$166.80,$97.92,$0.00,$0.00,$0.00
211035,2019,071,Koochiching,COMMERCIAL,2,19 - 44 years,F,24,Other,134,44,280,"$12,880.25",$292.73,$154.85,"$7,562.77",$171.88,$107.68,"$5,317.48",$120.85,$16.21
211947,2019,075,Lake,MEDICARE,3,45 - 64 years,F,191,Hospital Outpatient,"9,699","1,874","2,197","$823,771.36",$439.58,$178.58,"$650,776.17",$347.27,$142.29,"$172,995.19",$92.31,$24.24
213123,2019,083,Lyon,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,62,Inpatient Non-acute,629,373,598,"$704,475.55","$1,888.67","$1,538.94","$704,475.55","$1,888.67","$1,538.94",$0.00,$0.00,$0.00
214011,2019,087,Mahnomen,MEDICARE,5,75 years and older,F,17,Home Health,641,385,201,"$70,114.72",$182.12,$0.00,"$70,114.72",$182.12,$0.00,$0.00,$0.00,$0.00
198022,2019,001,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,29,Ambulance,252,105,302,"$40,460.83",$385.34,$74.00,"$40,460.83",$385.34,$74.00,$0.00,$0.00,$0.00
198718,2019,005,Becker,COMMERCIAL,2,19 - 44 years,M,120,Emergency department,652,209,"1,321","$166,342.00",$795.89,$585.00,"$95,971.38",$459.19,$80.94,"$70,370.62",$336.70,$12.15
199486,2019,009,Benton,COMMERCIAL,1,18 years and under,M,263,Independent Lab,"1,054",338,"3,009","$45,287.21",$133.99,$32.15,"$35,073.31",$103.77,$7.16,"$10,213.90",$30.22,$11.22
200494,2019,013,Blue Earth,MEDICARE,3,45 - 64 years,F,186,DME (Durable Medical Equipment),"2,057","1,106","2,182","$154,250.76",$139.47,$40.93,"$121,739.46",$110.07,$32.61,"$32,511.30",$29.40,$7.74
201262,2019,017,Carlton,MEDICARE,3,45 - 64 years,M,33,Ambulatory Surgery,245,51,373,"$120,797.91","$2,368.59","$1,071.14","$103,719.49","$2,033.72",$871.44,"$17,078.42",$334.87,$104.67
202102,2019,021,Cass,MEDICARE,4,65 - 74 years,F,29,Inpatient Non-acute Professional Services,175,131,340,"$12,625.46",$96.38,$90.71,"$11,334.12",$86.52,$85.75,"$1,291.34",$9.86,$0.00
202894,2019,025,Chisago,MEDICARE,5,75 years and older,M,231,DME (Durable Medical Equipment),"1,732","1,107","2,705","$102,356.14",$92.46,$37.51,"$84,979.87",$76.77,$29.89,"$17,376.27",$15.70,$6.73
204070,2019,033,Cottonwood,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,36,DME (Durable Medical Equipment),93,61,385,"$31,077.24",$509.46,$256.14,"$31,077.24",$509.46,$256.14,$0.00,$0.00,$0.00
